Date;Time;ÄR;BÖR;STYR;
2024-05-13;09:46:29.175;34.77544;35;21.21181;
2024-05-13;09:46:30.237;34.80349;35;21.08176;
2024-05-13;09:46:31.129;34.85204;35;20.69734;
2024-05-13;09:46:32.179;34.91591;35;20.13622;
2024-05-13;09:46:33.229;34.95527;35;19.78411;
2024-05-13;09:46:34.134;34.9843;35;19.51085;
2024-05-13;09:46:35.167;35.00941;35;19.25934;
2024-05-13;09:46:36.233;34.98254;35;19.52982;
2024-05-13;09:46:37.137;34.95324;35;19.84462;
2024-05-13;09:46:38.178;34.94818;35;19.93161;
2024-05-13;09:46:39.241;34.98281;35;19.61143;
2024-05-13;09:46:40.135;35.02181;35;19.21668;
2024-05-13;09:46:41.173;35.02447;35;19.17138;
2024-05-13;09:46:42.228;34.99734;35;19.43375;
2024-05-13;09:46:43.137;34.96434;35;19.77742;
2024-05-13;09:46:44.171;34.93233;35;20.13494;
2024-05-13;09:46:45.231;34.88857;35;20.63899;
2024-05-13;09:46:46.141;34.88256;35;20.76949;
2024-05-13;09:46:47.171;34.90144;35;20.65557;
2024-05-13;09:46:48.232;34.91985;35;20.53483;
2024-05-13;09:46:49.139;34.98372;35;19.92477;
2024-05-13;09:46:50.173;35.03422;35;19.40742;
2024-05-13;09:46:51.236;35.0378;35;19.34439;
2024-05-13;09:46:52.127;35.00764;35;19.63399;
2024-05-13;09:46:53.174;35.00243;35;19.68357;
2024-05-13;09:46:54.237;34.99115;35;19.80026;
2024-05-13;09:46:55.130;34.98539;35;19.86384;
2024-05-13;09:46:56.174;34.93542;35;20.39341;
2024-05-13;09:46:57.240;34.90513;35;20.75579;
2024-05-13;09:46:58.129;34.89816;35;20.88527;
2024-05-13;09:46:59.177;34.91803;35;20.75275;
2024-05-13;09:47:00.228;34.9684;35;20.28701;
2024-05-13;09:47:01.136;34.98;35;20.18424;
2024-05-13;09:47:02.168;34.99396;35;20.0553;
2024-05-13;09:47:03.235;35.04354;35;19.54483;
2024-05-13;09:47:04.137;35.07444;35;19.19818;
2024-05-13;09:47:05.169;35.0756;35;19.13313;
2024-05-13;09:47:06.233;35.06327;35;19.20742;
2024-05-13;09:47:07.138;35.03778;35;19.43227;
2024-05-13;09:47:08.170;34.98816;35;19.92103;
2024-05-13;09:47:09.233;34.94632;35;20.36533;
2024-05-13;09:47:10.137;34.93815;35;20.48273;
2024-05-13;09:47:11.177;34.91496;35;20.76694;
2024-05-13;09:47:12.230;34.67437;35;23.2882;
2024-05-13;09:47:13.139;33.93272;35;31.14282;
2024-05-13;09:47:14.172;32.98147;35;41.79393;
2024-05-13;09:47:15.233;32.30886;35;50.22273;
2024-05-13;09:47:16.139;32.01844;35;54.85455;
2024-05-13;09:47:17.170;31.9594;35;57.5694;
2024-05-13;09:47:18.232;32.04787;35;58.78363;
2024-05-13;09:47:19.137;32.1592;35;59.4039;
2024-05-13;09:47:20.175;32.28901;35;60.04086;
2024-05-13;09:47:21.225;32.38418;35;60.94655;
2024-05-13;09:47:22.137;32.44648;35;61.87082;
2024-05-13;09:47:23.171;32.50418;35;63.05807;
2024-05-13;09:47:24.236;32.66933;35;63.1124;
2024-05-13;09:47:25.130;33.45503;35;56.4122;
2024-05-13;09:47:26.164;34.80567;35;43.45115;
2024-05-13;09:47:27.228;35.99032;35;31.2403;
2024-05-13;09:47:28.137;36.09167;35;29.53613;
2024-05-13;09:47:29.171;35.06443;35;39.41651;
2024-05-13;09:47:30.235;33.85286;35;51.98428;
2024-05-13;09:47:31.124;33.10682;35;60.41126;
2024-05-13;09:47:32.174;32.66887;35;66.31509;
2024-05-13;09:47:33.236;32.57926;35;68.89481;
2024-05-13;09:47:34.131;32.69657;35;69.14114;
2024-05-13;09:47:35.167;32.94473;35;68.17438;
2024-05-13;09:47:36.231;33.14747;35;67.5013;
2024-05-13;09:47:37.135;33.29852;35;67.04902;
2024-05-13;09:47:38.169;33.37972;35;67.3855;
2024-05-13;09:47:39.234;33.35011;35;68.82595;
2024-05-13;09:47:40.125;33.32542;35;70.07215;
2024-05-13;09:47:41.176;33.34131;35;71.08208;
2024-05-13;09:47:42.237;33.38908;35;71.74694;
2024-05-13;09:47:43.131;33.43985;35;72.18867;
2024-05-13;09:47:44.165;33.50565;35;72.59875;
2024-05-13;09:47:45.231;33.58291;35;72.84061;
2024-05-13;09:47:46.127;33.61755;35;73.33071;
2024-05-13;09:47:47.177;33.66232;35;73.8353;
2024-05-13;09:47:48.230;33.77172;35;73.63703;
2024-05-13;09:47:49.136;33.8623;35;73.43456;
2024-05-13;09:47:50.169;33.87104;35;74.13643;
2024-05-13;09:47:51.235;33.89929;35;74.63548;
2024-05-13;09:47:52.129;33.94965;35;74.77507;
2024-05-13;09:47:53.165;33.99949;35;74.98968;
2024-05-13;09:47:54.232;34.01789;35;75.49809;
2024-05-13;09:47:55.125;34.03312;35;75.92939;
2024-05-13;09:47:56.176;34.04302;35;76.50388;
2024-05-13;09:47:57.229;34.08273;35;76.76352;
2024-05-13;09:47:58.125;34.09949;35;77.13828;
2024-05-13;09:47:59.173;34.14296;35;77.3205;
2024-05-13;09:48:00.224;34.20975;35;77.22563;
2024-05-13;09:48:01.133;34.30136;35;76.75131;
2024-05-13;09:48:02.165;34.30816;35;77.16131;
2024-05-13;09:48:03.226;34.27843;35;77.95782;
2024-05-13;09:48:04.134;34.29637;35;78.20721;
2024-05-13;09:48:05.163;34.28059;35;78.86059;
2024-05-13;09:48:06.225;34.25911;35;79.58965;
2024-05-13;09:48:07.135;34.27271;35;79.89574;
2024-05-13;09:48:08.169;34.32281;35;79.88406;
2024-05-13;09:48:09.222;34.35745;35;79.99557;
2024-05-13;09:48:10.136;34.3854;35;80.09298;
2024-05-13;09:48:11.172;34.40856;35;80.28076;
2024-05-13;09:48:12.237;34.42429;35;80.52906;
2024-05-13;09:48:13.127;34.41426;35;80.97939;
2024-05-13;09:48:14.175;34.43751;35;81.15041;
2024-05-13;09:48:15.236;34.479;35;81.11552;
2024-05-13;09:48:16.124;34.53311;35;80.86717;
2024-05-13;09:48:17.174;34.58445;35;80.65988;
2024-05-13;09:48:18.237;34.56706;35;81.1255;
2024-05-13;09:48:19.133;34.49867;35;82.09264;
2024-05-13;09:48:20.163;34.45207;35;82.93385;
2024-05-13;09:48:21.231;34.48999;35;82.92574;
2024-05-13;09:48:22.124;34.54769;35;82.6336;
2024-05-13;09:48:23.162;34.6282;35;82.1162;
2024-05-13;09:48:24.227;34.71018;35;81.52155;
2024-05-13;09:48:25.136;34.7403;35;81.3833;
2024-05-13;09:48:26.169;34.77808;35;81.17353;
2024-05-13;09:48:27.237;34.81246;35;80.97019;
2024-05-13;09:48:28.132;34.82953;35;80.90575;
2024-05-13;09:48:29.166;34.82343;35;81.08582;
2024-05-13;09:48:30.231;34.78497;35;81.60795;
2024-05-13;09:48:31.137;34.74689;35;82.13028;
2024-05-13;09:48:32.168;34.67396;35;83.06561;
2024-05-13;09:48:33.235;34.65256;35;83.52197;
2024-05-13;09:48:34.129;34.67706;35;83.47768;
2024-05-13;09:48:35.166;34.71267;35;83.33282;
2024-05-13;09:48:36.225;34.75374;35;83.10796;
2024-05-13;09:48:37.129;34.78211;35;82.96241;
2024-05-13;09:48:38.172;34.80018;35;82.92445;
2024-05-13;09:48:39.228;34.79191;35;83.1508;
